userID,movieID,rating,pred
687,1923,4,4.184101104736328
1366,593,4,4.762480735778809
1087,2109,4,3.6197385787963867
1741,1372,5,4.169768333435059
1884,1200,3,3.470994472503662
770,1431,5,2.5038259029388428
1068,1918,5,3.378765821456909
1733,546,2,1.793151617050171
3262,2424,2,2.2747855186462402
5949,2676,5,2.8722105026245117
1139,2431,5,3.402980089187622
1679,2723,5,3.567295551300049
3509,2232,3,2.6435515880584717
1437,2919,4,4.080183029174805
4522,2347,4,3.6941328048706055
4984,2067,4,2.842202663421631
3778,1447,3,2.1588754653930664
2050,3527,4,4.121755599975586
4589,2289,5,4.332823753356934
2633,3543,4,4.832843780517578
2030,1029,5,4.024009704589844
2854,2606,3,1.987868309020996
1737,1595,2,2.123971700668335
5958,2405,3,2.3430113792419434
331,1114,3,3.120817184448242
4001,2961,5,3.494229316711426
4957,3156,2,2.7359962463378906
3772,2505,4,3.210040807723999
3314,3702,5,4.165345191955566
4076,3259,5,3.6130003929138184
5000,2763,5,4.452614784240723
2393,2779,3,3.852691650390625
3146,3176,2,3.016413688659668
1737,2598,3,3.444714069366455
5044,2797,5,3.969667911529541
4422,2396,4,3.9587764739990234
117,2652,4,3.4441146850585938
271,2641,3,3.8412702083587646
6039,918,5,4.198513984680176
64,2858,5,4.5269775390625
543,466,4,3.0609683990478516
5001,3061,5,4.132091522216797
5845,1176,5,3.9688005447387695
5282,1024,3,3.0524559020996094
6013,3350,4,4.751170635223389
2002,110,4,3.157925605773926
3414,2968,5,3.722667932510376
1798,3551,4,3.5580945014953613
5643,892,4,3.3593530654907227
3837,2502,2,3.0363354682922363
999,151,3,3.0069878101348877
2484,3498,4,3.681765079498291
5357,2396,4,4.351816177368164
1473,1219,3,4.939517021179199
6000,1027,4,3.4063827991485596
2593,908,4,5.125441551208496
869,1721,5,3.713404655456543
3864,750,5,4.41597843170166
4437,3005,4,3.3190252780914307
149,1387,5,4.711345195770264
2776,1892,5,4.132045269012451
3259,3480,4,3.5292513370513916
1470,174,2,2.087857246398926
3788,2406,3,3.9209749698638916
5140,1240,3,3.964742660522461
4001,1299,5,3.9107306003570557
765,2420,3,3.6675095558166504
960,2336,5,3.503075361251831
3526,2997,4,4.187408447265625
1917,546,1,1.1824548244476318
2241,950,5,4.151217460632324
4506,3379,3,3.716615676879883
5678,1292,5,4.553939342498779
765,2090,3,3.382610559463501
934,1457,4,2.543307065963745
2176,3948,3,3.764962673187256
5943,2804,3,4.764974594116211
3442,2193,4,3.994072914123535
5511,1304,5,5.366333961486816
4446,1089,5,3.7253947257995605
4843,1673,3,3.8572497367858887
3475,1531,4,3.8012633323669434
2288,1242,4,3.1511223316192627
3209,2892,1,1.4538719654083252
1411,2826,1,2.085366725921631
4834,2857,2,3.792410373687744
119,1025,3,3.3971660137176514
2023,3007,4,4.18996524810791
5339,1196,5,5.0599894523620605
4585,1748,3,3.4852843284606934
2334,1020,4,4.3360748291015625
1941,2989,4,3.2659518718719482
402,3481,5,3.8193347454071045
5268,3448,1,4.190613746643066
3032,1920,5,5.234663963317871
4440,3654,4,3.485257625579834
6016,2355,4,3.200946569442749
1010,2688,2,1.325789213180542
4298,1347,3,4.651906967163086
3947,593,5,5.224754333496094
3945,2918,2,4.428655624389648
5130,1962,5,5.273763179779053
4427,1610,5,4.675654411315918
4140,3114,4,4.200119972229004
5687,941,5,4.4715423583984375
3311,327,3,2.748978853225708
4633,1566,4,4.089062213897705
613,2291,4,3.0692718029022217
62,1291,3,3.9390053749084473
549,2640,5,3.9303951263427734
380,3745,5,3.7370994091033936
3512,3755,2,3.4974377155303955
3808,1923,5,4.681408405303955
4335,3068,4,3.857792854309082
5058,1950,5,4.955225944519043
1223,3535,1,3.0906338691711426
3032,1398,4,5.044345378875732
5144,150,3,4.281126022338867
705,3159,4,4.417186737060547
2078,562,3,3.7979440689086914
1449,3685,3,3.526911973953247
1204,2724,3,2.98966121673584
2934,3421,3,2.815457820892334
4950,951,5,4.495818614959717
5643,982,3,3.2476563453674316
2165,1129,4,4.533069610595703
3999,10,4,4.26848030090332
5872,511,3,3.4930579662323
2973,2555,2,1.783254861831665
3232,3754,2,2.343252182006836
3314,3543,5,4.132463455200195
148,3846,4,2.860156297683716
5151,3052,5,3.9954330921173096
5151,810,1,1.0302393436431885
1611,3897,4,4.128673076629639
3051,839,1,2.266071319580078
1797,2186,4,5.382959365844727
2882,2433,3,3.0340187549591064
4466,3185,3,3.671995162963867
5762,1193,5,3.851553440093994
1716,3578,4,3.7333385944366455
208,2976,4,2.964794635772705
4447,3742,5,4.22269344329834
3224,3210,4,3.1595191955566406
3336,408,2,1.7682085037231445
3075,1345,4,3.059349298477173
1301,50,5,4.955883979797363
744,441,2,3.465137481689453
3444,3811,4,3.2552855014801025
4505,1479,4,2.8185763359069824
3836,595,3,3.5885956287384033
4508,2076,4,3.9313125610351562
699,3020,5,3.801396608352661
2507,538,5,4.742568016052246
3095,3528,2,3.1135332584381104
461,1271,2,4.106489181518555
1480,3481,3,4.0318450927734375
3001,1266,5,4.59848690032959
5074,628,3,3.8692665100097656
1560,1093,3,3.3076555728912354
1685,1296,4,3.7076504230499268
5494,1238,3,4.268475532531738
1277,1717,5,3.353046417236328
4477,1396,3,3.840601921081543
2073,1535,3,4.903547286987305
748,2947,5,4.069998741149902
2585,3421,2,3.5314552783966064
5111,2734,1,3.591165065765381
3312,367,3,3.2359299659729004
2522,2422,4,3.930607557296753
2010,1183,1,3.2154107093811035
3031,1916,4,3.821730613708496
5536,1101,4,3.4333677291870117
1010,1876,2,2.074063539505005
2513,1230,4,4.102287769317627
5299,3435,4,3.754472255706787
1068,924,5,4.190711498260498
4387,2011,4,3.6520962715148926
1449,2450,1,0.7966396808624268
5452,2692,5,4.083667278289795
3679,3868,4,4.274556636810303
3404,380,5,4.019248008728027
1408,21,5,3.846212387084961
2872,2707,3,3.186703681945801
4447,410,3,3.411090135574341
5387,1019,4,3.7748708724975586
1447,2100,4,3.705589771270752
5653,628,5,3.70221209526062
2905,3037,4,3.6877853870391846
5420,2085,3,3.502429246902466
1001,3566,4,4.686600685119629
2121,749,3,1.9157418012619019
3499,2890,5,4.856357574462891
2062,1799,5,5.370738506317139
869,2324,4,3.9828073978424072
5289,583,5,3.630810499191284
3447,3265,5,4.431981086730957
5570,1288,4,4.2575883865356445
3482,608,4,3.554248571395874
3949,1201,2,4.102436542510986
4505,2803,4,4.268449783325195
2873,1282,4,3.9151220321655273
3348,912,5,4.309192180633545
3216,293,5,3.5517473220825195
5700,2078,4,4.720903396606445
4167,1079,5,3.791283369064331
5654,1923,5,4.782650947570801
4502,1645,4,3.8050220012664795
53,1392,5,4.782164096832275
4408,2003,2,2.380910873413086
549,2124,2,3.737508535385132
4474,1227,4,3.7461209297180176
4984,3090,4,3.470332384109497
4647,1061,5,3.1477651596069336
2730,2872,5,4.320408821105957
1694,2324,3,3.8126516342163086
2324,3256,4,3.7382984161376953
2008,1228,3,4.593453884124756
4739,1278,3,3.129077911376953
4085,2001,4,3.9047069549560547
5184,1729,5,3.781235694885254
5880,1082,2,3.1824846267700195
5564,908,4,4.314968109130859
531,3258,3,3.1630518436431885
5812,380,5,4.0341410636901855
2485,3510,4,3.791736602783203
9,2302,4,3.4075980186462402
510,2762,4,4.989672660827637
1313,2728,4,3.1983983516693115
6010,2383,4,1.6777865886688232
5832,3536,4,3.5039639472961426
1150,2369,2,2.341477394104004
4787,1094,4,3.2112646102905273
4480,1186,4,3.308912515640259
1446,1248,5,4.2556867599487305
2276,110,5,4.565304756164551
4131,383,3,3.5101170539855957
5312,849,4,3.668616533279419
2641,1278,5,4.359372138977051
1737,170,3,3.7523727416992188
4376,3471,3,3.0279417037963867
1442,610,3,3.7509095668792725
2346,1032,3,3.5252065658569336
1152,2109,1,3.846747875213623
5620,3360,5,4.030791759490967
2533,3114,5,5.160911560058594
788,2986,4,2.645663261413574
1392,2971,3,3.7832846641540527
2928,1270,4,3.954557418823242
870,1270,4,3.6535444259643555
1465,2409,4,3.274728775024414
2592,1198,5,4.462893009185791
2,1124,5,4.636226654052734
1908,1590,1,1.1577727794647217
4246,2355,4,4.155387878417969
4957,2791,4,3.614342212677002
1442,2532,4,3.041283130645752
1616,589,1,2.452512741088867
225,2971,2,3.6242096424102783
3576,1226,3,3.67094087600708
4271,2105,2,2.3448615074157715
3888,3720,4,3.812138080596924
889,2916,3,3.321369171142578
622,3910,4,3.4180073738098145
4715,435,2,2.9210262298583984
886,3182,3,4.390599250793457
732,527,4,4.132231712341309
2276,3100,5,4.991337776184082
187,3285,3,3.0187034606933594
3365,2716,5,4.275362014770508
5854,861,4,3.218205451965332
3309,367,4,3.752863883972168
2395,1288,5,3.7681329250335693
4543,3327,4,3.608851432800293
5260,2313,3,3.6957457065582275
971,172,3,3.09104585647583
3047,2912,4,3.706474542617798
5643,953,3,3.90112566947937
4510,3433,1,1.682625651359558
5954,2993,3,3.0882790088653564
316,2615,3,3.3792009353637695
2344,3513,4,3.7199883460998535
4202,1073,2,3.134906053543091
4655,34,5,4.304153919219971
1396,3070,5,4.151508331298828
2887,2497,3,3.056044101715088
3422,3048,2,1.7646404504776
5036,2987,4,3.640526533126831
3217,901,5,4.39415979385376
2364,2160,1,1.990105390548706
5599,46,4,2.9461143016815186
1272,317,2,2.3802690505981445
5271,1682,3,3.961724281311035
5364,2422,3,2.5208940505981445
3760,1200,4,4.415696620941162
3210,541,5,4.98222541809082
4271,3435,3,3.8326520919799805
4369,1193,4,4.244712829589844
1425,3752,4,3.3999595642089844
5300,3148,3,4.183406352996826
5100,3926,4,3.608822822570801
5018,3200,4,3.884805679321289
1141,5,2,2.198237419128418
4678,2369,4,3.320584774017334
192,420,2,1.41891610622406
3635,3739,4,4.161347389221191
5441,858,4,4.844472408294678
5026,2020,3,3.577028751373291
4682,1699,4,3.142385959625244
2264,480,5,4.400704860687256
4425,153,3,2.564744472503662
1841,3753,3,3.0061755180358887
1616,2278,5,2.7258994579315186
4612,222,3,3.326080322265625
4591,2094,4,3.878638982772827
5267,1261,4,4.2947187423706055
5938,1719,5,3.94437837600708
531,2978,4,2.7245545387268066
770,1265,5,4.327759742736816
3618,2819,4,3.5328824520111084
3790,2693,5,4.678693771362305
1897,1213,3,3.7691550254821777
4589,1747,5,3.914694309234619
5878,2747,4,3.536757707595825
621,2772,1,2.400465965270996
646,3405,3,3.945584297180176
4237,3146,4,3.77825665473938
3080,1343,3,3.2334539890289307
5250,1240,5,4.9786376953125
4403,2431,4,2.767744541168213
4705,2359,5,4.0790815353393555
918,2053,3,2.5698177814483643
4208,420,3,2.6172497272491455
1078,2291,4,3.724663496017456
429,3895,1,1.996964454650879
3475,2908,3,3.784634590148926
2232,2427,5,3.5078601837158203
4531,456,3,4.670790195465088
4523,546,3,2.0408554077148438
3450,589,4,4.748405456542969
710,833,2,2.122192859649658
2544,1356,2,2.9036037921905518
1154,3884,3,2.5782148838043213
735,1028,4,4.013278961181641
594,3199,3,3.4866485595703125
1227,80,4,3.858710765838623
1776,3871,2,2.729266881942749
3871,2054,3,1.8717639446258545
78,2596,4,4.541370868682861
3491,653,3,4.091835021972656
2323,866,3,3.648502826690674
3539,2020,5,4.280410289764404
117,1300,3,2.930083990097046
1329,95,3,2.365931987762451
5720,786,3,2.4609034061431885
3270,529,3,3.3610761165618896
4078,1036,4,4.8232741355896
2976,3697,3,2.874725341796875
4722,3479,4,3.2155380249023438
5771,3070,5,4.001054763793945
3224,1129,3,3.0386548042297363
5131,1,4,5.059456825256348
45,1571,2,3.763214111328125
2389,1834,4,4.248139381408691
149,1769,4,3.2052297592163086
161,766,4,3.381287097930908
2438,1079,3,4.609284400939941
2632,2456,3,3.4119443893432617
1088,1204,5,3.971555233001709
5426,2717,3,3.2326040267944336
4041,919,4,3.7792224884033203
3916,1968,4,4.198782920837402
2092,2791,5,4.596863746643066
550,801,3,2.7119059562683105
2552,2378,4,2.8103833198547363
45,3114,4,4.339851379394531
5277,2502,4,2.8680105209350586
4344,1326,2,2.1424291133880615
1383,348,4,3.465205192565918
1369,1635,5,4.138696193695068
5976,1285,3,3.5976028442382812
3055,3660,1,2.4271774291992188
1285,3430,4,4.186549186706543
5634,2795,5,4.618475914001465
5763,2763,3,2.8638384342193604
5569,337,4,4.188429355621338
137,2959,3,3.893806219100952
2722,2628,4,3.927186965942383
2106,543,2,2.4227359294891357
5054,337,3,2.8319618701934814
3336,329,3,2.8043484687805176
5376,1206,3,3.789440155029297
4447,1517,3,3.452312469482422
3018,2478,1,3.4686827659606934
5599,1562,1,1.184204339981079
1587,1298,4,3.573863983154297
3931,2394,3,3.9341065883636475
3499,480,4,3.526296615600586
964,3555,2,3.029087543487549
261,2002,2,2.692795515060425
2868,674,5,3.083096504211426
3652,861,3,3.4739480018615723
2393,3032,3,3.3382797241210938
5776,593,4,4.9048333168029785
945,468,3,2.8748483657836914
3001,2628,5,4.002447128295898
4448,3275,4,4.265072822570801
5260,3438,1,1.6924898624420166
2854,3507,4,2.796792507171631
4374,3147,5,4.156274795532227
660,2236,4,3.376434087753296
2007,2664,5,3.783390998840332
2664,3468,4,3.8125059604644775
702,3254,3,2.131603479385376
889,1569,3,3.0886001586914062
3538,1268,5,4.441765785217285
2611,1466,5,3.9213638305664062
3574,3263,3,3.115973949432373
5015,2949,4,3.4691684246063232
4169,2423,3,3.494062662124634
5501,39,3,3.687232255935669
614,2355,4,3.3916890621185303
746,3948,4,3.742361068725586
1193,2124,3,1.7457938194274902
2757,1278,5,4.630667686462402
4950,2859,3,3.6407883167266846
3756,2502,5,3.8355255126953125
149,778,4,3.6681344509124756
731,2696,3,4.137603759765625
4243,1304,4,4.712462425231934
3804,1655,1,1.3571481704711914
676,2671,4,3.626650810241699
1781,70,5,3.5089056491851807
3822,2840,1,2.237523317337036
1032,3185,3,3.507237195968628
5747,1136,5,5.06081485748291
3841,2533,4,3.569849967956543
4697,2096,5,4.040346145629883
1970,1248,5,3.8341007232666016
5852,3494,5,3.6389644145965576
4169,247,4,4.168084621429443
3428,3155,4,4.387248992919922
2077,1042,2,3.8978796005249023
3229,3287,1,3.0336616039276123
4882,3730,4,5.101567268371582
302,1371,1,1.8032668828964233
4276,2174,2,3.9402835369110107
3292,3703,4,3.999539375305176
481,2929,2,3.782382011413574
386,1089,5,4.120325088500977
338,2716,4,4.239032745361328
674,2371,5,3.7307825088500977
3957,1101,4,4.540019989013672
1505,1678,3,3.296135902404785
5389,1129,4,3.4379782676696777
1088,938,4,4.304847717285156
1666,1917,4,3.3306031227111816
424,3939,1,2.036364793777466
4220,3326,2,3.643519639968872
1207,2868,1,1.4493253231048584
1181,1892,2,2.6168198585510254
1219,1867,2,2.6752257347106934
2098,1982,5,3.7595138549804688
3207,733,2,4.922703266143799
4271,2352,3,3.368481397628784
4867,2117,4,4.3670244216918945
3420,3747,5,3.630125045776367
3311,1210,4,4.368735313415527
1352,1542,4,3.2451651096343994
5065,1217,5,4.784418106079102
5413,3174,4,3.8315460681915283
3592,2889,4,4.082263469696045
3412,553,5,4.652863502502441
4653,1945,5,3.396718978881836
5686,1676,2,2.3439602851867676
3848,3326,3,3.4678425788879395
4543,2401,3,3.3072361946105957
6036,342,3,3.5548183917999268
987,2064,4,4.831624507904053
4600,1616,4,3.9298620223999023
5333,296,4,2.6607894897460938
5344,1204,4,4.174477577209473
4821,2518,2,2.763090133666992
5387,2935,5,4.248989582061768
3808,3765,3,2.386871337890625
3618,1295,3,3.187875270843506
4417,1356,2,3.274855136871338
3841,2004,2,2.1694300174713135
5620,3708,2,2.5146284103393555
4532,1645,3,3.7204782962799072
2927,969,4,3.5648326873779297
3167,3030,5,5.561687469482422
123,3699,4,3.9250710010528564
3208,694,1,1.9138967990875244
3884,2417,2,2.000670909881592
3209,3165,1,0.7819234132766724
4610,2808,2,2.081953287124634
5453,3752,4,3.4306676387786865
4140,95,3,2.212096929550171
2895,3173,3,2.7843475341796875
1373,750,2,4.484224796295166
1241,32,5,4.537359237670898
1181,3082,3,3.222174644470215
1112,1858,4,2.8566408157348633
753,2762,5,4.799123287200928
991,914,5,4.827949047088623
4568,2416,2,3.269657611846924
1203,2580,4,4.466781139373779
2934,2852,4,3.421654224395752
4964,21,3,3.0955448150634766
3821,2507,1,2.1059508323669434
2938,364,4,4.054317951202393
5205,2324,4,3.531277656555176
3697,1073,4,4.3646721839904785
1499,3793,4,4.482064247131348
2934,1608,4,3.363804340362549
5089,2589,2,2.6777875423431396
802,3654,4,4.200038909912109
2038,3872,4,4.016962051391602
2043,2707,3,2.6894516944885254
29,2944,5,4.453110694885254
5418,1649,4,4.073389530181885
101,2616,4,4.239127159118652
1146,266,2,2.3625380992889404
3999,2529,4,3.8827004432678223
970,303,2,2.227057933807373
5837,1028,5,3.596435785293579
392,511,3,2.9080097675323486
2155,2003,4,3.6092605590820312
2108,32,4,4.01124382019043
2261,2724,3,2.7500271797180176
4312,2463,4,3.2424259185791016
5886,1387,3,3.262592077255249
4653,3100,5,3.258699893951416
3836,2953,2,2.878617525100708
3985,2671,3,3.4143805503845215
1238,2575,4,3.878955841064453
3536,2028,4,4.567864418029785
4050,3360,3,5.157778739929199
2289,902,4,4.101244926452637
187,1179,5,4.540309906005859
5627,2668,2,2.4067835807800293
4957,3714,3,2.7441980838775635
4238,2146,2,3.275369167327881
1525,2857,3,3.5348010063171387
4394,2759,4,2.2550153732299805
3771,3771,3,3.2120678424835205
3669,2906,1,1.8505382537841797
2793,3508,5,4.7652506828308105
5458,1041,3,4.18190336227417
1357,397,1,2.5188751220703125
4094,1617,3,3.9662389755249023
3109,3163,2,4.437999248504639
3504,1966,4,3.788191080093384
5964,2100,4,3.40140962600708
3562,2617,4,2.714846134185791
146,911,5,4.743825912475586
1470,2416,3,3.0717973709106445
941,908,5,3.3622050285339355
753,2959,5,4.6856818199157715
5397,3424,3,4.238358497619629
2355,3039,4,2.964907646179199
5136,1215,4,4.140466690063477
301,708,3,2.638627052307129
1284,2764,5,3.5913305282592773
3408,343,1,2.436563491821289
3683,253,1,1.931602120399475
1150,1904,4,3.4187042713165283
5659,799,5,3.5386576652526855
948,1225,3,4.204371929168701
352,52,4,4.05779504776001
4217,1242,4,4.025982856750488
2159,2920,5,5.100651741027832
1999,426,3,3.4384915828704834
173,1300,5,4.149190425872803
2777,1242,5,4.7816925048828125
1224,1362,4,3.635655403137207
5636,2336,3,3.5635578632354736
392,1178,5,4.314413070678711
95,3256,4,4.305788516998291
3618,1810,3,3.2013208866119385
2881,2291,3,2.877220392227173
4579,2683,3,2.9352691173553467
157,3088,4,3.392702341079712
5367,2273,3,2.9912545680999756
3824,1500,3,3.4983789920806885
4566,2294,4,4.467608451843262
3013,1206,4,3.3557000160217285
2863,2997,4,5.071133136749268
3180,2150,3,3.541142702102661
5255,2648,4,4.446486473083496
1422,1704,3,3.4651198387145996
147,2763,5,4.248445987701416
1358,2273,2,3.0990359783172607
4543,52,4,4.339439392089844
2097,1222,4,3.8966751098632812
904,1391,3,2.2933900356292725
5780,387,3,3.040297746658325
5643,2670,3,3.2481775283813477
2535,932,4,5.06932258605957
1238,2723,2,3.824260711669922
5376,2289,3,2.980419874191284
1422,2617,2,2.578657388687134
4363,3489,3,3.1717700958251953
3377,2713,5,3.62729811668396
4351,3527,4,4.34956169128418
1255,1079,5,4.426502227783203
4393,318,5,4.497013092041016
6002,1333,5,4.399668216705322
1255,2693,4,4.411179542541504
3669,1552,3,2.8450069427490234
278,1992,3,2.8971729278564453
5359,1204,5,3.499129056930542
4161,3769,3,2.2521681785583496
2683,1097,5,4.478877067565918
2508,3114,3,4.362595558166504
6036,1625,2,3.320432186126709
824,1266,3,4.265199661254883
4382,296,5,5.467637538909912
1635,3252,4,3.2871217727661133
1579,3730,4,3.831624984741211
1733,2628,3,2.449702739715576
1845,3174,3,2.9521498680114746
3391,1991,3,2.698518991470337
628,2706,3,3.658921241760254
212,296,4,3.4791877269744873
4302,494,4,3.1409268379211426
3002,589,4,4.339219093322754
5749,2396,5,3.435067892074585
2030,3398,2,3.6539692878723145
1063,1270,4,4.143002510070801
1741,2201,3,3.689364433288574
1128,3813,3,2.8759751319885254
3054,3435,5,4.409245491027832
5367,3087,2,2.695324182510376
3650,1343,4,4.009395122528076
1163,3826,3,3.0857410430908203
2796,2527,1,1.797299861907959
3841,2071,3,3.3511276245117188
4562,1500,4,4.3568596839904785
4220,1135,3,3.414332628250122
4460,69,5,4.0587663650512695
2176,2966,4,4.357131004333496
2245,3511,3,2.6949591636657715
1019,2918,1,2.7207932472229004
1504,1573,5,3.972005605697632
1842,627,4,4.501565933227539
915,2353,3,2.8959431648254395
4438,2951,3,3.2509167194366455
310,1196,5,2.8822007179260254
1685,3108,3,3.9015893936157227
2423,276,4,3.2966043949127197
4577,2863,3,2.9708938598632812
582,2806,3,5.246037483215332
1632,1247,4,4.160168647766113
549,3511,2,2.864750862121582
1817,3300,3,2.507629871368408
5015,3028,4,3.510021209716797
5046,500,1,2.978177070617676
4773,1370,4,3.005415678024292
5113,1735,2,2.3436741828918457
3906,2991,3,3.7737841606140137
1377,3698,2,2.9696927070617676
4862,3658,3,2.826153039932251
1798,3948,3,3.188786506652832
4285,3508,3,3.5887718200683594
451,457,4,4.858201026916504
5415,2858,3,3.8676178455352783
17,2093,4,2.915782928466797
4305,2094,3,3.992393970489502
5511,2870,4,3.932215452194214
4626,2412,2,2.2725253105163574
1920,356,4,4.009050369262695
5167,2947,5,4.054780006408691
4169,1982,3,3.754323959350586
3610,3310,1,0.5189554691314697
3847,193,1,1.6752958297729492
1600,1663,5,4.077585220336914
3261,1216,3,3.071495294570923
5046,2011,3,2.689155101776123
780,3717,4,3.387117385864258
5225,842,4,4.0234270095825195
2641,2995,1,2.8469691276550293
1701,298,4,3.901294469833374
1676,2606,5,3.317183017730713
714,466,4,3.1440377235412598
1671,922,5,4.957806587219238
699,1758,3,3.3889875411987305
3756,1037,3,2.9053030014038086
3012,1206,3,2.35213303565979
3766,2798,2,2.5927557945251465
229,3910,5,5.033263206481934
2125,1566,5,3.6049816608428955
5362,2333,3,3.683992862701416
212,1792,4,4.575193405151367
3084,3181,3,3.6639890670776367
1737,2599,4,3.0413613319396973
5623,2372,5,4.244884490966797
5333,1396,5,3.713846206665039
516,539,3,3.8411898612976074
1680,2700,5,4.107882022857666
2683,541,4,4.13010311126709
33,319,3,3.969576120376587
1464,593,5,3.8453211784362793
3931,317,4,3.3277370929718018
5598,1923,5,5.296061992645264
5636,1194,3,2.523772954940796
274,1882,1,2.059813976287842
4543,3683,5,4.841937065124512
4609,542,2,2.7093961238861084
148,1726,4,4.003189563751221
1338,227,2,2.790544033050537
4510,3728,3,2.7097978591918945
5925,904,4,5.407341003417969
5566,2330,5,5.085203170776367
5607,2690,4,3.239130973815918
984,2628,2,2.7115323543548584
1791,3363,4,3.4800643920898438
3610,596,3,1.1354466676712036
3732,3469,3,3.519413471221924
3391,2407,5,4.136377334594727
3125,173,2,2.2211928367614746
2380,1459,3,3.0947675704956055
5331,1962,4,4.258143901824951
5545,3362,3,4.212411880493164
2837,2011,3,2.477912425994873
2589,3623,2,2.275479316711426
1879,3107,3,4.014065742492676
1680,2672,1,3.0212717056274414
601,830,1,1.7964271306991577
646,1200,4,3.6407852172851562
4808,1833,3,3.7919487953186035
4312,543,3,2.767948627471924
3490,1244,5,4.353160858154297
1211,599,4,5.015547275543213
438,374,1,1.7629655599594116
4401,3022,5,4.085860729217529
4579,3175,4,3.816622734069824
5113,3814,3,3.1767735481262207
4156,227,4,3.613407850265503
5636,1391,3,2.214341640472412
4906,1259,3,4.277061939239502
5795,489,1,2.0064690113067627
5185,1287,4,3.089063882827759
5755,800,4,4.073003768920898
1100,1018,1,1.762408971786499
4798,442,3,2.7157933712005615
897,1876,2,2.712777853012085
3631,1196,4,5.4037346839904785
5376,2791,3,3.6793792247772217
3681,2816,3,2.1635024547576904
3885,435,1,2.1836419105529785
1757,2396,5,4.786186218261719
1096,207,4,2.403963565826416
4360,380,3,3.534513235092163
1159,504,2,1.8999260663986206
989,2203,4,4.638025283813477
1755,2137,4,4.192978382110596
3400,2871,5,4.400184154510498
2762,2763,4,4.17263126373291
1698,3072,2,3.990812063217163
2041,1197,4,3.8781862258911133
1501,2373,3,2.889798879623413
3365,2747,5,4.3889689445495605
4871,2762,5,4.998752593994141
732,3387,4,3.050020694732666
2777,1810,5,4.266239643096924
4854,1619,3,2.889014959335327
2795,2985,5,3.6173763275146484
4480,147,3,2.5840156078338623
4784,1259,5,4.2552642822265625
3526,2211,4,3.206655502319336
3279,3871,2,2.4864754676818848
1998,1722,2,3.1079704761505127
4265,457,5,5.267930507659912
3430,2150,5,4.147951126098633
2776,1799,5,4.595958709716797
5720,2672,1,2.3824462890625
