userID,movieID,rating
3314,2540,4
4978,1242,3
2575,2512,3
4427,2717,5
709,1549,3
1697,1962,4
243,2914,4
5417,1778,1
5796,2986,5
1183,1379,4
4600,148,4
3511,519,3
1836,1903,3
5758,3175,5
1634,3868,3
5661,366,5
5482,42,4
4728,2723,3
4746,2366,4
5221,2392,3
4949,2432,3
3400,2087,1
838,735,4
5521,765,5
4211,2698,3
5879,207,3
2677,479,4
1515,203,1
5642,1583,4
1111,1341,4
2100,425,1
1499,1379,2
2958,2706,5
5181,2521,4
1924,3512,3
5255,3357,3
1679,266,2
2660,3896,4
2422,2005,4
2076,3420,5
4652,109,3
3613,3052,5
4357,2159,4
3490,3353,3
479,1638,5
1501,3617,2
5869,2761,4
5152,1776,3
4446,2178,2
2108,2958,3
3858,860,4
27,453,2
3992,2149,4
1748,1301,1
4304,9,4
4705,3106,2
1698,1920,3
3500,3175,4
4334,1213,5
1938,554,1
4800,3417,5
2455,1232,4
5899,1793,5
2644,1369,3
241,3019,3
5748,1331,1
2388,2173,4
1310,366,2
3463,1270,4
5031,2917,5
681,1219,5
5232,2676,4
3576,379,5
4655,2870,5
1740,3826,2
4343,784,4
2637,1630,4
957,1250,5
1500,923,3
2183,2598,4
4542,2159,4
5990,1964,2
3823,2000,3
2001,2406,4
2669,2990,3
1911,1230,3
3261,1516,3
3314,2267,5
2894,3147,4
2128,3452,3
2011,2528,3
4590,1406,4
5538,1292,3
2895,2682,3
1365,2393,3
3181,2002,3
1084,2686,4
1502,3195,5
610,2571,4
462,1415,4
3687,1624,4
2637,1386,5
5141,3518,4
4358,73,3
5069,2277,3
2445,3362,4
4481,1999,5
5529,380,2
2965,1911,4
1736,3498,3
3475,1197,5
998,315,2
1795,1306,2
1267,3076,5
4983,3154,3
2770,1672,3
4801,3362,5
5976,259,4
3711,2762,4
2023,3032,3
3300,1672,4
1544,1229,5
4226,2736,1
5622,2049,3
792,1206,5
721,589,5
1683,1634,3
5743,2627,3
2539,2001,4
1254,1875,4
2792,2743,4
3523,1212,5
145,591,3
3844,2454,2
2471,3100,5
2411,3637,3
3407,2137,4
4414,3526,4
1136,3480,5
4822,3071,3
697,2501,5
4182,881,3
4078,350,5
3054,381,3
4481,2639,4
5626,457,2
1087,3299,3
3000,3255,4
3843,608,1
1067,3387,3
1616,1922,1
4677,3112,2
2776,538,5
1544,2946,3
1532,2621,3
4771,3732,4
3779,828,3
1973,985,4
4389,144,3
1421,3346,4
423,3634,4
5808,3360,5
3979,2616,3
2714,2871,2
4193,234,4
376,1048,3
1550,3193,2
4226,3268,4
3545,2930,5
5779,2011,4
1009,412,2
1321,941,5
4811,909,2
980,1251,3
2928,1703,4
3682,1260,5
4827,1734,4
388,348,5
3370,542,3
2856,3704,2
1273,2653,5
5523,10,5
5715,2139,5
1183,602,3
1366,1967,4
801,341,4
5064,2115,2
4707,2405,4
2658,923,5
2688,2915,4
2840,3743,3
3934,2002,3
1563,326,1
3807,2552,3
4487,484,1
4013,3449,4
3299,1130,5
5095,1209,5
1116,783,4
2871,1915,4
1067,2268,3
34,3507,3
1882,912,3
5847,1956,5
729,1269,5
4351,1376,4
3689,2705,4
1453,526,5
4276,2012,3
5714,2915,4
3307,336,5
790,3021,5
2977,2663,4
5073,234,5
3312,3637,3
5851,336,3
985,3926,3
4588,2301,4
4167,2907,5
5995,902,5
1679,613,2
3996,2528,4
4089,3010,5
5946,2549,5
4328,1565,4
3585,2399,1
2087,2527,4
1481,2711,3
3415,2540,5
5155,2328,5
2503,2656,3
5975,1126,2
3822,1098,4
3805,1320,4
2028,2010,2
3423,3275,3
4747,1269,5
3814,2133,5
1490,3113,4
5617,2917,4
5219,3470,5
51,3947,5
3100,1638,3
861,3358,4
4632,1759,3
3556,1561,1
3934,3173,4
5804,2095,4
1631,2856,4
898,3324,3
758,538,3
497,1177,4
2091,163,4
2450,1693,4
4905,1275,5
3270,1123,5
2839,2022,2
4047,1290,4
3886,3081,3
2640,3113,5
5025,367,3
1942,3575,4
3619,1059,5
1864,2756,4
2401,2943,4
2213,1264,5
1697,62,3
4504,2516,4
4724,804,3
3413,3300,4
1149,2972,4
5433,2449,1
3640,2334,1
1578,2139,2
5045,2370,4
2736,891,3
4646,3071,4
35,3407,5
4699,2392,3
562,2310,4
4400,2647,4
2388,2328,3
4424,447,2
457,2159,5
2423,2160,2
4702,2012,5
2566,2915,4
3260,222,5
35,2293,5
4741,3498,4
4672,3527,5
1320,3067,2
821,2986,3
5635,2348,4
4138,1182,5
5830,3632,4
4571,2430,4
3558,1306,5
2234,1212,5
3843,541,4
423,1012,3
5791,2965,4
5479,1734,2
3194,3504,4
4861,3266,3
1601,2720,5
2763,2288,4
5423,1922,5
1734,2595,3
5904,3069,2
3472,3101,2
283,2002,3
147,1355,4
751,3202,2
5808,1499,4
2322,3202,4
3954,1543,2
5099,2069,5
2503,2530,4
3357,3479,5
5768,1923,1
5440,3551,5
1684,3362,4
3840,389,3
3181,1499,3
1210,1200,5
322,1320,5
4121,3181,4
4047,1387,3
3241,785,4
1114,923,1
5306,2053,4
748,1616,4
2019,3789,3
4134,2958,5
5837,652,1
2774,2699,5
1014,3193,5
3393,1282,5
5479,586,3
1666,2272,4
2291,109,4
918,3925,4
713,2760,5
548,879,4
5224,607,4
5207,2167,2
5808,2242,5
4672,1565,3
3617,2969,3
4047,3632,3
1083,589,5
3291,2717,5
2904,589,3
5786,3833,3
3674,908,5
2664,2649,1
3081,292,4
1471,363,5
3084,207,3
5060,2150,4
2171,857,5
1400,2009,2
1446,1271,4
2871,2911,4
2453,2670,4
4259,2648,3
207,3681,4
2105,1125,1
880,2326,3
1361,3288,4
5492,1271,4
2482,3548,5
4252,1294,3
2379,2323,4
1293,1536,5
1578,245,4
5735,1237,4
2236,347,3
4405,1652,4
4415,1378,2
4372,1261,4
3066,2640,3
323,376,4
1541,503,2
4336,3571,2
4868,2244,4
5041,1710,3
3273,3862,3
4194,3683,3
2452,317,5
4434,2711,5
1447,1677,4
3066,35,5
418,3113,4
5955,3526,4
1830,2698,3
1944,1214,2
5460,2288,4
4223,899,4
194,506,4
5579,2805,3
2599,3929,1
2180,3158,5
3271,3310,4
2375,3258,2
5914,591,3
318,1882,1
1500,2123,4
854,2786,3
10,1212,4
1764,1260,4
2063,3734,5
1826,3364,1
4610,1536,3
3545,589,2
5800,2641,2
2752,3499,3
5595,1088,5
61,1076,4
3525,510,1
1599,1246,5
650,1027,4
917,1484,3
998,1673,4
3065,538,3
2912,1295,5
2049,784,3
5860,1266,3
4094,2571,4
3600,2099,4
751,2004,3
1435,3184,3
3028,2548,4
3883,1626,4
3035,1203,5
3219,1079,3
5073,2323,5
2326,1572,3
4223,1234,3
2075,3407,2
2453,1026,4
1616,2093,4
4963,968,4
1226,57,5
2477,1681,3
18,2095,3
5674,3525,4
2789,2394,5
3386,607,4
4151,2370,3
5890,3408,5
1009,2326,1
4424,1958,4
1365,3174,5
2556,1040,4
1446,492,4
2170,2947,4
751,61,1
1883,1769,4
5615,2520,3
4289,3526,4
4957,61,5
2891,526,4
207,2075,5
4591,2532,1
1679,927,4
1050,2080,2
721,1693,4
3731,1211,4
2565,3268,2
2776,1725,3
441,3475,4
5172,835,3
1446,1338,4
1521,588,5
4866,580,5
5491,412,2
1766,1255,5
5349,2986,2
148,2999,2
3270,2192,4
1675,723,3
1244,2528,5
2589,2915,4
3074,2185,4
1696,2889,3
3620,3700,3
675,419,2
4811,2109,5
5573,587,4
2019,2599,3
5276,1291,3
3137,1596,3
853,3808,2
1940,485,3
4276,2917,5
3642,2840,4
130,1291,4
5366,3590,2
1242,1198,4
4229,1926,4
4138,1190,3
3158,3397,4
5649,3447,4
2640,341,4
569,497,3
4004,3765,3
677,1034,4
4447,3021,5
505,222,4
1675,2000,4
5756,588,3
1448,2310,3
283,338,2
3086,1100,4
1271,150,4
2500,2715,4
1395,592,5
3806,2392,5
6006,2675,4
2406,1406,4
691,1593,4
2582,2173,3
1674,1381,1
1675,3575,3
2628,2057,4
5301,2627,4
1424,2010,2
1883,2871,4
1523,3272,4
3388,3112,1
2554,1233,4
4401,2404,4
4006,2392,2
2152,1809,3
680,2353,4
39,1084,5
4770,2136,5
1273,667,5
5857,57,5
3508,2604,3
5620,17,3
3028,1134,3
3744,1587,3
3506,2795,3
1916,1147,5
3031,3691,3
4773,80,5
5155,508,5
2099,234,4
4908,453,5
3258,2570,4
6007,1609,5
1500,2101,4
3823,3086,2
4410,1607,4
659,3790,3
5461,3480,5
2861,1943,4
4446,2664,4
3162,3862,4
1541,279,3
3629,316,3
715,1273,5
5687,1803,3
337,3242,3
3317,3429,2
1940,2255,2
565,1287,3
1376,2380,3
1388,801,4
2303,1134,4
5110,153,5
3678,3440,4
4661,317,4
1925,2142,4
2933,3096,3
61,1638,4
2752,596,3
5775,315,3
2839,2811,4
2014,1752,4
559,2192,3
438,2423,4
3820,492,3
4962,1110,5
1181,1747,4
4680,1072,4
1240,1809,5
135,47,4
5112,174,3
5946,2644,2
403,607,5
4731,2137,5
888,1948,3
2176,1583,3
3674,2383,4
4386,1682,4
4717,2639,4
3967,5,5
3823,1968,1
3732,1088,5
4980,918,4
2301,2762,3
5516,3378,4
5366,1343,4
3123,528,3
3828,229,3
4727,3801,4
3958,3645,2
1691,1410,5
1018,1027,1
3744,2541,4
4586,27,1
1265,2393,3
4842,3497,3
10,707,1
3600,1269,5
5692,1224,3
1161,919,4
1500,707,3
423,1102,4
4753,1078,4
4728,2010,3
5375,1306,4
3409,707,3
4015,526,3
1578,1261,4
198,1408,2
3936,1915,3
672,3450,5
3301,292,4
2034,594,5
751,33,4
5150,2973,1
4467,941,4
1679,3430,3
330,317,5
4825,607,4
1686,1580,5
3939,562,5
2377,287,4
1124,2149,5
1136,3109,3
994,1820,3
5110,2290,4
4400,2936,5
221,588,5
1450,3525,3
4655,425,3
3086,787,3
1697,1255,5
2853,1100,1
5880,2915,5
4720,2698,3
2004,2709,5
2147,3032,5
854,1945,4
4480,3475,4
5858,3407,4
1180,1482,4
1598,1249,4
3581,545,1
4367,1128,2
5847,361,3
2996,1040,3
444,2286,3
2081,592,5
5090,2149,4
3525,1237,4
3821,289,4
976,3421,2
3619,1579,3
4643,704,3
4442,515,1
5155,3295,5
4276,3751,3
1763,3252,4
2017,910,5
751,2545,1
1850,1197,5
2821,2969,5
129,1286,5
5255,2077,3
5053,1980,1
2558,647,4
527,1675,3
1469,1281,5
1583,161,5
3987,585,4
2000,2761,5
3911,2686,4
168,505,2
1149,2751,2
2918,1100,2
1675,2119,2
4964,1675,4
263,2406,3
4446,3526,3
3886,2235,1
910,596,4
2454,3526,3
2776,1619,4
4456,1093,4
4567,2857,5
1339,348,1
3174,2972,4
1140,45,1
3755,3218,5
1116,1883,3
5162,366,5
5758,927,5
3575,2564,4
4606,2967,4
3823,1077,3
2572,2950,4
764,85,4
4854,363,3
5069,1956,4
2062,2124,5
2747,3792,5
3264,3408,2
2727,1371,4
2823,857,4
4878,1229,5
118,159,3
4681,3689,1
4509,2877,2
764,2801,4
3934,1264,4
1266,1395,3
1132,2455,2
880,465,5
1836,1239,5
3003,1961,3
5823,1196,5
4624,2467,4
4035,1664,3
2108,546,3
780,2301,5
236,316,4
3703,299,5
3984,996,2
1424,903,5
2985,1884,4
2792,911,5
720,707,4
3619,2386,3
1744,2427,3
3840,2474,4
5549,2814,4
1389,533,5
822,347,3
4450,831,3
1805,439,4
5111,1258,2
5626,1227,3
4510,2989,4
301,2856,2
5564,223,3
4672,3106,4
1471,1100,3
6015,1999,3
2917,1861,1
4941,1652,5
411,2288,5
5152,1233,5
3664,1008,5
36,2790,5
4619,804,3
2076,379,5
4031,2943,5
2591,2721,4
4852,1269,5
5427,1186,5
435,1332,3
5956,238,3
1227,1487,3
201,3172,4
549,1130,5
2839,1392,5
3364,1624,5
5949,2639,3
4473,857,5
3841,1421,3
2455,1372,1
4111,2079,5
888,2931,3
5681,2003,4
5716,376,4
4089,1261,4
411,104,3
57,159,2
2115,2447,2
1254,723,4
2566,2541,4
481,2319,4
4945,3670,2
3637,1096,4
4578,1343,4
452,2889,4
5714,1199,4
4168,3518,2
307,1030,4
5954,343,3
2118,3470,4
1206,609,3
2746,2699,5
5045,2300,4
4825,3218,4
5328,1224,5
2773,2990,4
128,430,4
3167,1192,5
1488,1004,1
2488,1993,4
4317,3393,4
4265,2682,3
4801,899,5
2528,591,4
3030,3449,3
1057,3752,3
3378,2996,5
4226,2272,5
5099,2286,4
1436,1079,4
3886,1583,4
244,121,1
4525,3754,3
730,800,5
516,350,4
5321,3078,4
1957,174,5
4523,1543,3
3215,3741,4
2993,1431,3
3756,2002,3
2876,1747,5
2786,110,5
1929,252,4
4155,1959,5
3383,1967,4
5452,441,3
1159,3284,3
666,2187,3
3901,1952,5
1604,3577,4
4828,2394,5
5697,2477,3
3611,3146,4
4321,439,3
1206,2354,4
3081,2312,4
3228,3475,1
109,1731,4
4534,1239,4
2108,2086,4
1666,2801,3
4194,1192,5
3229,1319,1
1697,2162,4
1740,301,5
3511,2115,4
2234,709,3
475,1543,4
2877,1847,3
3768,31,4
1353,3256,2
4865,1293,5
4389,541,2
5400,1692,4
3609,1738,1
2464,2286,4
4343,1088,5
5510,1953,5
804,376,5
623,456,5
4727,3543,4
1159,3577,3
1841,1659,5
2009,3700,3
2152,3395,5
4842,1298,4
1763,2001,4
2773,2914,3
2644,1662,4
3390,1072,5
28,2947,2
3480,902,4
4917,2290,3
5830,433,4
3284,2027,5
1127,2205,4
1601,2173,4
304,593,3
3913,1221,5
2543,1211,5
481,2615,3
5448,687,3
5386,1355,3
2938,1196,5
2456,923,3
2083,1809,4
2940,3931,3
3620,2138,2
1979,2720,4
3824,473,4
254,479,5
1328,1478,3
39,523,3
1697,1882,5
1851,3701,4
4386,1834,3
2180,2939,4
5715,2107,5
634,1176,4
1450,453,4
2023,1147,5
1596,1221,5
1342,1213,5
4270,1967,1
779,2760,4
2966,534,3
4724,1478,2
3470,2958,5
3291,2793,4
4054,3207,3
3298,38,4
1508,2489,2
1576,2,3
2954,3712,5
6015,2468,3
780,350,3
5318,1371,4
1328,3251,4
3425,1673,5
5567,1388,5
326,3678,4
3147,2501,4
933,2235,1
3030,38,5
3506,1230,5
5753,121,1
4066,3174,4
2795,1028,2
3907,2672,5
962,3503,4
1448,3703,3
4724,3384,3
4447,1251,4
5090,1954,5
3712,2019,5
5186,2958,5
3815,2925,3
1598,3248,4
5270,2941,2
3921,2796,2
412,316,4
3777,315,3
4481,35,5
1570,33,4
429,1568,5
5260,3019,2
4542,506,4
1483,892,3
4681,1078,4
1339,2761,3
3390,427,4
5633,2553,2
1973,508,4
224,534,5
3617,2638,3
4403,2974,1
207,1249,5
2194,1166,4
3589,1273,4
792,259,5
5500,316,2
3777,2921,3
5958,3476,3
2443,1012,4
2202,2110,3
4168,2627,4
237,2332,4
2180,187,3
1050,2143,3
5112,3475,3
101,3790,2
5624,1178,4
1551,787,4
4727,1182,3
4374,2422,4
712,1126,3
3806,607,5
5752,2715,3
5492,1922,5
2906,1966,4
1297,363,5
5687,178,3
5984,2164,2
2382,2722,3
886,2022,2
947,1370,4
2741,2641,1
2278,2529,2
512,3524,4
3511,3094,4
812,561,2
3223,3613,4
3858,499,3
3823,3648,2
1836,2099,3
2070,3478,5
1711,2986,4
368,356,2
4020,926,5
3765,1284,2
2972,2705,4
4270,1875,3
531,540,5
5851,234,1
587,1833,4
453,3947,4
4496,2412,4
1631,1956,4
730,2355,4
523,2158,4
1805,379,5
4041,594,4
4386,350,4
2358,2723,4
2847,1371,3
1539,1393,4
57,150,4
1907,3146,5
4779,1572,2
5319,782,1
1123,1588,3
748,1275,4
4764,1239,4
4445,3207,1
1339,2604,1
2158,2071,3
1927,349,5
4449,1128,4
5007,3361,5
375,2857,5
701,3700,3
1732,433,3
1243,159,1
4151,1218,3
3053,1184,4
5651,21,5
5025,1893,2
3663,1356,4
3335,17,3
1979,3674,4
6008,1607,4
3647,3309,3
1708,1957,5
3415,1716,4
325,591,3
4018,3168,3
3079,1915,4
1732,369,3
1116,1673,4
2241,1783,3
5846,1652,4
2034,1098,4
3223,735,4
5907,2984,3
3026,479,4
732,2064,4
5552,2986,3
4091,3175,5
2899,787,3
4310,2405,2
5196,2986,4
5879,2193,4
5953,3273,1
5895,2252,3
3884,1320,3
1335,1616,5
1675,1804,4
1313,1609,4
5586,2597,4
1623,2018,4
5344,2248,4
5305,1087,3
4807,2722,4
17,1027,5
672,3617,2
853,2261,4
3831,1090,2
22,2711,5
5078,3112,2
2886,2791,3
2688,1195,5
263,1906,3
4807,3145,4
3639,528,4
5332,337,3
4920,2125,2
709,952,4
325,2107,4
1623,1100,1
215,2477,2
3461,44,4
523,672,2
4747,156,3
